severity,kind,sku,slug,name,detail,fixedTo
"review","no-variant","ELM-WHT-V006","jaquar-rs-elm-wht-v006","Rs","Active product with no variants — cannot be priced or bought",""
"review","no-variant","ELM-WHT-V010","jaquar-rs-elm-wht-v010","Rs","Active product with no variants — cannot be priced or bought",""
"review","no-variant","ELM-WHT-V015","jaquar-rs-elm-wht-v015","Rs","Active product with no variants — cannot be priced or bought",""
"review","no-variant","ELM-WHT-V025","jaquar-elena-vertical-manual-product-specifications-details-elena-vertical-manual-volume-l-6-10-rated-wattage-3-kw-required-power-supply-v-hz-230-50-temperature-range-25oc-to-75oc-working-pressure-mpa-0-8-inlet-outlet-connection-inch-1-2-warranty-7-years-on-tank-4-years-on-heatin","+ ELENA VERTICAL (Manual) Product Specifications Details Elena+ Vertical (Manual) Volume (L) 6/10 Rated Wattage 3 kW Required Power Supply (V/Hz) 230/50 Temperature Range 25ºC to 75ºC Working Pressure (Mpa) 0.8 Inlet/Outlet Connection (Inch) 1/2 Warranty 7 Years on Tank 4 Years on Heating Element 2 Years on Other Parts Product Dimensions (in mm) W H D 6 Litres 288 288 260 10 Litres 328 328 295 Available in 6/10 Litres Rs","Active product with no variants — cannot be priced or bought",""
"review","missing-image","EM4GA","homerun-erd-12v-2a-power-adapter-em4ga","ERD 12V 2A Power Adapter","No Quoin image; a source URL exists but is gated behind SHOW_SOURCE_IMAGES",""
"review","missing-image","ENZEK","homerun-carysil-single-bowl-quartz-kitchen-sink-nera-series-enzek","Carysil Single Bowl Quartz Kitchen Sink - Nera Series","No Quoin image; a source URL exists but is gated behind SHOW_SOURCE_IMAGES",""
"review","no-variant","EPM-WHT-V006","jaquar-rs-epm-wht-v006","Rs","Active product with no variants — cannot be priced or bought",""
"review","no-variant","EPM-WHT-V010","jaquar-rs-epm-wht-v010","Rs","Active product with no variants — cannot be priced or bought",""
"review","no-variant","EPM-WHT-V015","jaquar-rs-recommended-for-kitchen-bucket-baths-overhead-showers-epm-wht-v015","Rs. Recommended for: Kitchen / Bucket Baths / Overhead Showers","Active product with no variants — cannot be priced or bought",""
"review","no-variant","EPM-WHT-V025","jaquar-terra-vertical-product-specifications-semi-digital-details-terra-vertical-semi-digital-volume-l-6-10-15-25-rated-wattage-2-kw-required-power-supply-v-hz-230-50-temperature-range-25oc-to-75oc-working-pressure-mpa-0-8-inlet-outlet-connection-inch-1-2-warranty-7-years-on-tank","TERRA VERTICAL Product Specifications (Semi-Digital) Details Terra Vertical (Semi-Digital) Volume (L) 6/10/15/25 Rated Wattage 2 kW Required Power Supply (V/Hz) 230/50 Temperature Range 25ºC to 75ºC Working Pressure (Mpa) 0.8 Inlet/Outlet Connection (Inch) 1/2 Warranty 7 Years on Tank 4 Years on Heating Element 2 Years on Other Parts Product Dimensions (in mm) W H D 6 Litres 330 370 280 10 Litres 390 410 300 15 Litres 425 455 345 25 Litres 475 530 385 Rs. Available in 6/10/15/25 Litres","Active product with no variants — cannot be priced or bought",""
"review","missing-image","EPXY2","homerun-luminous-eco-volt-neo-1050-pure-sine-wave-inverter-3-year-warranty-epxy2","Luminous Eco Volt Neo 1050 Pure Sine Wave Inverter, 3 Year Warranty","No Quoin image; a source URL exists but is gated behind SHOW_SOURCE_IMAGES",""
"review","missing-image","ER66G","jaquar-jaquar-bottle-trap-ald-chr-769l300x190-er66g","Jaquar Bottle Trap, ALD-CHR-769L300X190","No Quoin image; a source URL exists but is gated behind SHOW_SOURCE_IMAGES",""
"review","no-variant","ERD-WHT-V015","jaquar-rs-recommended-for-kitchen-bucket-baths-overhead-showers-erd-wht-v015","Rs. Recommended for: Kitchen / Bucket Baths / Overhead Showers","Active product with no variants — cannot be priced or bought",""
"review","no-variant","ERD-WHT-V025","jaquar-elena-vertical-manual-product-specifications-details-elena-vertical-manual-volume-l-6-10-15-25-rated-wattage-2-kw-required-power-supply-v-hz-230-50-temperature-range-25oc-to-75oc-working-pressure-mpa-0-8-inlet-outlet-connection-inch-1-2-warranty-7-years-on-tank-4-years-on-","ELENA VERTICAL (Manual) Product Specifications Details Elena Vertical (Manual) Volume (L) 6/10/15/25 Rated Wattage 2 kW Required Power Supply (V/Hz) 230/50 Temperature Range 25ºC to 75ºC Working Pressure (Mpa) 0.8 Inlet/Outlet Connection (Inch) 1/2 Warranty 7 Years on Tank 4 Years on Heating Element 2 Years on Other Parts Product Dimensions (in mm) W H D 6 Litres 288 288 260 10 Litres 328 328 295 15 Litres 385 385 305 25 Litres 448 448 345 Rs","Active product with no variants — cannot be priced or bought",""
"review","no-variant","ERM-WHT-V006","jaquar-rs-available-in-6-10-15-25-litres-erm-wht-v006","Rs. Available in 6/10/15/25 Litres","Active product with no variants — cannot be priced or bought",""
"review","no-variant","ERM-WHT-V010","jaquar-rs-erm-wht-v010","Rs","Active product with no variants — cannot be priced or bought",""
"review","no-variant","ERM-WHT-V015","jaquar-rs-erm-wht-v015","Rs","Active product with no variants — cannot be priced or bought",""
"review","no-variant","ERM-WHT-V025","jaquar-114-jaquar-com-erm-wht-v025","114 jaquar.com","Active product with no variants — cannot be priced or bought",""
"review","missing-image","ERNKD","ebco-ebco-pvc-skirting-joints-100mm-black-pack-of-1-no-ernkd","Ebco PVC Skirting Joints, 100mm, Black (Pack of 1 No.)","No Quoin image; a source URL exists but is gated behind SHOW_SOURCE_IMAGES",""
"review","missing-image","ESA-BGE-LDGD1212","jaquar-artificial-marble-ledge-1200-x-1200-esa-bge-ldgd1212","Artificial Marble Ledge 1200 x 1200","No image of any kind — renders the 'photo coming soon' tile",""
"review","no-variant","ESA-GBL-LDG0812","jaquar-artificial-marble-ledge-801-1200-rs-esa-gbl-ldg0812","Artificial Marble Ledge 801-1200 Rs","Active product with no variants — cannot be priced or bought",""
"review","no-variant","ESA-GBL-LDG1010","jaquar-artificial-marble-ledge-1000-x-1000-rs-esa-gbl-ldg1010","Artificial Marble Ledge 1000 x 1000 Rs","Active product with no variants — cannot be priced or bought",""
"review","no-variant","ESA-GBL-LDG1012","jaquar-artificial-marble-ledge-1000-x-1200-rs-esa-gbl-ldg1012","Artificial Marble Ledge 1000 x 1200 Rs","Active product with no variants — cannot be priced or bought",""
"review","no-variant","ESA-GBL-LDG1212","jaquar-artificial-marble-ledge-1200-x-1200-rs-white-esa-gbl-ldg1212","Artificial Marble Ledge 1200 x 1200 Rs. White","Active product with no variants — cannot be priced or bought",""
"review","no-variant","ESA-GBL-LDG1216","jaquar-artificial-marble-ledge-1201-1600-rs-esa-gbl-ldg1216","Artificial Marble Ledge 1201-1600 Rs","Active product with no variants — cannot be priced or bought",""
"review","no-variant","ESA-GBL-LDG1620","jaquar-artificial-marble-ledge-1601-2000-rs-esa-gbl-ldg1620","Artificial Marble Ledge 1601-2000 Rs","Active product with no variants — cannot be priced or bought",""
"review","no-variant","ESA-GBL-LDG2024","jaquar-artificial-marble-ledge-2001-2400-rs-esa-gbl-ldg2024","Artificial Marble Ledge 2001-2400 Rs","Active product with no variants — cannot be priced or bought",""
"review","no-variant","ESA-GBL-LDG9090","jaquar-artificial-marble-ledge-900-x-900-rs-esa-gbl-ldg9090","Artificial Marble Ledge 900 x 900 Rs","Active product with no variants — cannot be priced or bought",""
"review","price-in-name","ESA-GMS-LDG0812","jaquar-3-400-artificial-marble-ledge-801-1200-esa-gms-ldg0812","3,400 Artificial Marble Ledge 801-1200","Looks like a price or a model number in the title: 3,400",""
"review","price-in-name","ESA-GMS-LDG1010","jaquar-3-550-artificial-marble-ledge-1000-x-1000-esa-gms-ldg1010","3,550 Artificial Marble Ledge 1000 x 1000","Looks like a price or a model number in the title: 3,550",""
"review","price-in-name","ESA-GMS-LDG1012","jaquar-4-300-artificial-marble-ledge-1000-x-1200-esa-gms-ldg1012","4,300 Artificial Marble Ledge 1000 x 1200","Looks like a price or a model number in the title: 4,300",""
"review","price-in-name","ESA-GMS-LDG1212","jaquar-4-300-artificial-marble-ledge-1200-x-1200-esa-gms-ldg1212","4,300 Artificial Marble Ledge 1200 x 1200","Looks like a price or a model number in the title: 4,300",""
"review","price-in-name","ESA-GMS-LDG1216","jaquar-3-400-artificial-marble-ledge-1201-1600-esa-gms-ldg1216","3,400 Artificial Marble Ledge 1201-1600","Looks like a price or a model number in the title: 3,400",""
"review","price-in-name","ESA-GMS-LDG1620","jaquar-3-400-artificial-marble-ledge-1601-2000-esa-gms-ldg1620","3,400 Artificial Marble Ledge 1601-2000","Looks like a price or a model number in the title: 3,400",""
"review","price-in-name","ESA-GMS-LDG2024","jaquar-4-050-artificial-marble-ledge-2001-2400-esa-gms-ldg2024","4,050 Artificial Marble Ledge 2001-2400","Looks like a price or a model number in the title: 4,050",""
"review","price-in-name","ESA-GMS-LDG9090","jaquar-3-550-artificial-marble-ledge-900-x-900-esa-gms-ldg9090","3,550 Artificial Marble Ledge 900 x 900","Looks like a price or a model number in the title: 3,550",""
"review","no-variant","ESA-WHT-LDG1012","jaquar-artificial-marble-ledge-1000-x-1200-rs-esa-wht-ldg1012","Artificial Marble Ledge 1000 x 1200 Rs","Active product with no variants — cannot be priced or bought",""
"review","no-variant","ESA-WHT-LDG1212","jaquar-artificial-marble-ledge-1200-x-1200-rs-raw-material-pvc-and-stone-dust-dimensions-width-60-mm-features-easy-to-fix-weight-carrying-capacity-250-kg-longer-esa-wht-ldg1212","Artificial Marble Ledge 1200 x 1200 Rs. Raw Material: PVC and Stone Dust Dimensions: Width - 60 mm, Features: Easy to Fix • Weight Carrying Capacity: 250 Kg, Longer","Active product with no variants — cannot be priced or bought",""
"review","no-variant","ESA-WHT-LDG2024","jaquar-artificial-marble-ledge-2001-2400-rs-esa-wht-ldg2024","Artificial Marble Ledge 2001-2400 Rs","Active product with no variants — cannot be priced or bought",""
"review","price-in-name","ESA-WHT-LDGD1212","jaquar-3-850-artificial-marble-ledge-1200-x-1200-esa-wht-ldgd1212","3,850 Artificial Marble Ledge 1200 x 1200","Looks like a price or a model number in the title: 3,850",""
"review","missing-image","ET9RL","asian-paints-asian-paints-apex-base-white-et9rl","Asian Paints Apex, Base White","No Quoin image; a source URL exists but is gated behind SHOW_SOURCE_IMAGES",""
"review","missing-image","EVTE7","asian-paints-asian-paints-trucare-roller-refill-evte7","Asian Paints TruCare Roller Refill","No Quoin image; a source URL exists but is gated behind SHOW_SOURCE_IMAGES",""
"review","missing-image","EZ4W4","homerun-freemans-measurement-tape-5-meter-ez4w4","Freemans Measurement Tape, 5 meter","No Quoin image; a source URL exists but is gated behind SHOW_SOURCE_IMAGES",""
"review","missing-image","EZ5DF","asian-paints-asian-paints-trucare-exterior-wall-primer-water-thinnable-20-litre-bucket-ez5df","Asian Paints TruCare Exterior Wall Primer, Water Thinnable, 20 Litre Bucket","No Quoin image; a source URL exists but is gated behind SHOW_SOURCE_IMAGES",""
"review","unit-mismatch","EZ5DF","asian-paints-asian-paints-trucare-exterior-wall-primer-water-thinnable-20-litre-bucket-ez5df","Asian Paints TruCare Exterior Wall Primer, Water Thinnable, 20 Litre Bucket","Name says 20Litre but the row is priced PER_LITRE. Either re-unit it, or the price is for the pack and should be divided by 20. Cheapest variant: 3600.00",""
"review","missing-image","F7B8D","homerun-vip-pvc-surface-junction-box-with-lid-and-screw-f7b8d","VIP PVC Surface Junction Box with Lid and Screw","No Quoin image; a source URL exists but is gated behind SHOW_SOURCE_IMAGES",""
"review","missing-image","F84TL","ashirvad-ashirvad-flowguard-plus-cpvc-brass-female-extension-90-elbow-3-4-x-1-2-brass-elbow-long-f84tl","Ashirvad Flowguard Plus CPVC Brass Female Extension 90° Elbow, 3/4"" X 1/2"" (Brass Elbow Long)","No Quoin image; a source URL exists but is gated behind SHOW_SOURCE_IMAGES",""
"review","missing-image","FANANCWALOVYAN","anchor-wall-fans-fanancwalovyan","Wall fans","No Quoin image; a source URL exists but is gated behind SHOW_SOURCE_IMAGES",""
"review","missing-image","FANCROEXH900OE","crompton-exhaust-fan-round-back-fancroexh900oe","Exhaust fan round back","No Quoin image; a source URL exists but is gated behind SHOW_SOURCE_IMAGES",""
"review","missing-image","FANGENFAN8CIEA","generic-fan-cover-fangenfan8ciea","Fan Cover","No Quoin image; a source URL exists but is gated behind SHOW_SOURCE_IMAGES",""
"review","missing-image","FANORIEXHR8OA3","orient-exhaust-fan-fanoriexhr8oa3","Exhaust fan","No Quoin image; a source URL exists but is gated behind SHOW_SOURCE_IMAGES",""
"review","missing-image","FEGXB","ebco-ebco-plain-kitchen-basket-ss304-fegxb","Ebco Plain Kitchen Basket, SS304","No Quoin image; a source URL exists but is gated behind SHOW_SOURCE_IMAGES",""
"review","missing-image","FF8RD","homerun-cp-plus-32-channel-nvr-ff8rd","CP Plus 32 Channel NVR","No Quoin image; a source URL exists but is gated behind SHOW_SOURCE_IMAGES",""
"review","missing-image","FFNV6","asian-paints-asian-paints-trucare-white-wood-primer-ffnv6","Asian Paints TruCare White Wood Primer","No Quoin image; a source URL exists but is gated behind SHOW_SOURCE_IMAGES",""
"review","missing-image","FK924","birla-white-birla-white-tx2-tile-adhesive-white-20-kg-bag-fk924","Birla White TX2 Tile Adhesive, White, 20 Kg Bag","No Quoin image; a source URL exists but is gated behind SHOW_SOURCE_IMAGES",""
"review","unit-mismatch","FK924","birla-white-birla-white-tx2-tile-adhesive-white-20-kg-bag-fk924","Birla White TX2 Tile Adhesive, White, 20 Kg Bag","Name says 20Kg but the row is priced PER_KG. Either re-unit it, or the price is for the pack and should be divided by 20. Cheapest variant: 510.00",""
"review","missing-image","FLEGENMIX4WUH8","generic-mixture-connection-pipe-flegenmix4wuh8","Mixture connection pipe","No Quoin image; a source URL exists but is gated behind SHOW_SOURCE_IMAGES",""
"review","missing-image","FLEGENWAS7S81M","generic-washing-machin-inlet-pipe-flegenwas7s81m","Washing machin inlet pipe","No Quoin image; a source URL exists but is gated behind SHOW_SOURCE_IMAGES",""
"review","missing-image","FLEJINCOLGKUPT","generic-collapsible-waste-pipe-flejincolgkupt","Collapsible Waste Pipe","No Quoin image; a source URL exists but is gated behind SHOW_SOURCE_IMAGES",""
"review","missing-image","FLELOCCONFVRR4","generic-connection-pipe-ss-flelocconfvrr4","Connection pipe SS","No Quoin image; a source URL exists but is gated behind SHOW_SOURCE_IMAGES",""
"review","missing-image","FLELOCROPE2NV8","generic-ro-pipe-flelocrope2nv8","RO pipe","No Quoin image; a source URL exists but is gated behind SHOW_SOURCE_IMAGES",""
"review","missing-image","FLELOCWASCOZ2Y","generic-washing-machin-outlet-pipe-flelocwascoz2y","Washing machin outlet pipe","No Quoin image; a source URL exists but is gated behind SHOW_SOURCE_IMAGES",""
"review","missing-image","FLEWESCONR93OR","generic-connection-pipe-nylon-ss-flewesconr93or","Connection pipe Nylon/SS","No Quoin image; a source URL exists but is gated behind SHOW_SOURCE_IMAGES",""
"review","missing-image","FLOLOCSINHBI4H","generic-sink-basin-ss-flolocsinhbi4h","Sink basin SS","No Quoin image; a source URL exists but is gated behind SHOW_SOURCE_IMAGES",""
"review","missing-image","FLOLOCSINZ1JRK","generic-sink-bracket-flolocsinz1jrk","Sink Bracket","No Quoin image; a source URL exists but is gated behind SHOW_SOURCE_IMAGES",""
"review","missing-image","FLOLOCWASVIQG4","generic-waste-coupling-flolocwasviqg4","Waste Coupling","No Quoin image; a source URL exists but is gated behind SHOW_SOURCE_IMAGES",""
"review","missing-image","FLOMYKTIL9TZDU","myk-laticrete-laticrete-315-tile-adhesive-flomyktil9tzdu","Laticrete 315 Tile Adhesive","No Quoin image; a source URL exists but is gated behind SHOW_SOURCE_IMAGES",""
"review","missing-image","FLOMYKTILB4NUW","myk-laticrete-laticrete-307-tile-adhesive-flomyktilb4nuw","Laticrete 307 Tile Adhesive","No Quoin image; a source URL exists but is gated behind SHOW_SOURCE_IMAGES",""
"review","missing-image","FLOMYKTILQP1VE","myk-laticrete-laticrete-325-tile-adhesive-flomyktilqp1ve","Laticrete 325 Tile Adhesive","No Quoin image; a source URL exists but is gated behind SHOW_SOURCE_IMAGES",""
"review","missing-image","FLOORBGRA34MJI","generic-grating-vent-floorbgra34mji","Grating vent","No Quoin image; a source URL exists but is gated behind SHOW_SOURCE_IMAGES",""
"review","missing-image","FLOORBGRAHMG2L","generic-grating-vent-locking-5-inch-floorbgrahmg2l","Grating vent Locking 5 inch","No Quoin image; a source URL exists but is gated behind SHOW_SOURCE_IMAGES",""
"review","missing-image","FLOSANGRAEKLXJ","sanjay-chilli-grating-vent-5-inch-flosangraeklxj","Grating vent 5 inch","No Quoin image; a source URL exists but is gated behind SHOW_SOURCE_IMAGES",""
"review","no-variant","FLR-5001B","jaquar-single-lever-basin-mixer-without-popup-waste-450mm-long-braided-hoses-831-1-2-bsp-max-180-054-105-52-flr-5001b","Single Lever Basin Mixer without Popup Waste 450mm Long Braided Hoses 831 ½""BSP Max. 180 054 105 Ø52","Active product with no variants — cannot be priced or bought",""
"review","no-variant","FLR-5003B","jaquar-system-with-single-lever-basin-mixer-small-system-with-450mm-long-25-1-2-bsp-25-63-1-1-4-bsp-flr-5003b","System with Single Lever Basin Mixer (Small System with 450mm Long 25 ½""BSP 25° Ø63 1-1/4""BSP","Active product with no variants — cannot be priced or bought",""
"review","no-variant","FLR-5005NB","jaquar-single-lever-tall-boy-with-spout-without-popup-waste-braided-hoses-45-07-70-wall-flr-5005nb","Single Lever Tall Boy with & Spout without Popup Waste Braided Hoses 45° 07 Ø70 WALL","Active product with no variants — cannot be priced or bought",""
"review","no-variant","FLR-5007B","jaquar-mounted-single-lever-sink-mixer-with-170mm-extension-body-swinging-spout-without-popup-waste-table-mounted-with-600mm-long-braided-hoses-flr-5007b","Mounted Single Lever Sink Mixer with 170mm Extension Body Swinging Spout without popup Waste (Table Mounted) with 600mm Long Braided Hoses","Active product with no variants — cannot be priced or bought",""
"review","no-variant","FLR-5009B","jaquar-single-lever-sink-mixer-with-210mm-extension-swinging-spout-without-popup-waste-table-600mm-long-braided-hoses-flr-5009b","Single Lever Sink Mixer with 210mm Extension Swinging Spout without popup Waste (Table 600mm Long Braided Hoses","Active product with no variants — cannot be priced or bought",""
"review","no-variant","FLR-5011N","jaquar-041-90-56-05-xam-25-45-1-2-bsp-pillar-cock-125-502-30-1-2-bsp-flr-5011n","041 90 56 05 .xaM 25° Ø45 ½""BSP Pillar Cock 125 502 30° 1/2"" BSP","Active product with no variants — cannot be priced or bought",""
"review","no-variant","FLR-5015","jaquar-pillar-cock-with-lift-type-operating-knob-base-flange-232-1-2-bsp-1-2-bsp-0-1-051-26-0-1-612-min-30-178-max-50-26x061-07-65-170-psb-1-2-30-5-04-wall-flange-handles-spout-70-spout-nipple-sleeves-flr-5015","Pillar Cock with Lift Type Operating Knob & Base Flange 232 ½""BSP ½""BSP 0.1±051 26 0.1±612 Min.30 178 Max.50 26X061 07 65 170 PSB""½ Ø30.5 04Ø WALL FLANGE HANDLES SPOUT 70 SPOUT NIPPLE SLEEVES","Active product with no variants — cannot be priced or bought",""
"review","missing-image","FLR-5021M","jaquar-07-pillar-cock-with-extension-body-flr-5021m","07 Pillar Cock with Extension Body","No image of any kind — renders the 'photo coming soon' tile",""
"review","no-variant","FLR-5021M","jaquar-07-pillar-cock-with-extension-body-flr-5021m","07 Pillar Cock with Extension Body","Active product with no variants — cannot be priced or bought",""
"review","no-variant","FLR-5025B","jaquar-single-lever-mini-basin-mixer-without-popup-waste-system-with-450mm-long-braided-hoses-176-flr-5025b","Single Lever Mini Basin Mixer Without Popup Waste System With 450mm Long Braided Hoses 176","Active product with no variants — cannot be priced or bought",""
"review","no-variant","FLR-5031N","jaquar-florentine-pillar-cock-with-extended-lever-handle-kitchen-160-131-07-1-071-1-031-psb-2-1-07-35-260-1-051-87-flr-5031n","Florentine Pillar Cock with Extended Lever Handle Kitchen 160 131 07 1±071 1±031 PSB""2/1 07Ø 35 260 1±051 87","Active product with no variants — cannot be priced or bought",""
"review","no-variant","FLR-5033B","jaquar-florentine-single-lever-surgical-purpose-elbow-basin-mixer-with-extended-operating-lever-without-waste-system-with-450mm-long-braided-hoses-taps-47-47-psb-2-1-07-flr-5033b","Florentine Single Lever Surgical Purpose Elbow Basin Mixer with Extended Operating Lever without Waste System with 450mm Long Braided Hoses Taps 47 47 PSB ""2/1 07Ø","Active product with no variants — cannot be priced or bought",""
"review","no-variant","FLR-5037N","jaquar-bib-cock-angular-shape-with-wall-flange-flr-5037n","Bib Cock (Angular Shape) With Wall Flange","Active product with no variants — cannot be priced or bought",""
"review","no-variant","FLR-5041N","jaquar-2-way-bib-cock-with-40-57-1-2-bsp-flr-5041n","2 Way Bib Cock With 40 57 ½""BSP","Active product with no variants — cannot be priced or bought",""
"review","no-variant","FLR-5043N","jaquar-florentine-bib-cock-with-extended-lever-handle-and-wall-flange-214-flr-5043n","Florentine Bib Cock with Extended Lever Handle and Wall Flange 214","Active product with no variants — cannot be priced or bought",""
"review","no-variant","FLR-5047N","jaquar-bib-cock-straight-line-model-with-wall-flange-psb-1-2-25-54-07-flr-5047n","Bib Cock (Straight Line Model) With Wall Flange PSB""½ 25 54 07Ø","Active product with no variants — cannot be priced or bought",""
"review","price-in-name","FLR-5051B","jaquar-single-lever-basin-mixer-with-popup-waste-system-450mm-long-braided-hoses-85-45-1-2-bsp-041-054-flr-5051b","Single Lever Basin Mixer with Popup Waste System 450mm Long Braided Hoses 85 Ø45 ½""BSP 041 054","Looks like a price or a model number in the title: 041, 054",""
"review","no-variant","FLR-5051B","jaquar-single-lever-basin-mixer-with-popup-waste-system-450mm-long-braided-hoses-85-45-1-2-bsp-041-054-flr-5051b","Single Lever Basin Mixer with Popup Waste System 450mm Long Braided Hoses 85 Ø45 ½""BSP 041 054","Active product with no variants — cannot be priced or bought",""
"review","no-variant","FLR-5053N","jaquar-angular-stop-cock-with-wall-flange-aquamax-thermostatic-mixer-105-572-38-8-wall-flange-flr-5053n","Angular Stop Cock With Wall Flange Aquamax Thermostatic Mixer 105 572 38° 8 WALL FLANGE","Active product with no variants — cannot be priced or bought",""
"review","no-variant","FLR-5063B","jaquar-single-lever-basin-mixer-small-system-with-450mm-long-also-available-1-2-bsp-flr-5063b","Single Lever Basin Mixer (Small System with 450mm Long Also available ½""BSP","Active product with no variants — cannot be priced or bought",""
"review","no-variant","FLR-5065NK","jaquar-single-lever-exposed-parts-kit-of-diverter-consisting-operating-lever-wall-flange-with-seals-button-compatible-with-item-ald-065n-wall-flange-button-21-581-71-flr-5065nk","Single Lever Exposed Parts Kit of Diverter Consisting Operating Lever, Wall Flange (with Seals) & Button (Compatible with Item ALD-065N) WALL FLANGE BUTTON 21 581Ø 71Ø","Active product with no variants — cannot be priced or bought",""
"review","no-variant","FLR-5075K","jaquar-of-single-lever-exposed-parts-kit-of-divertor-consisting-of-only-operating-lever-wall-flange-with-seals-button-only-suitable-for-item-ald-075-581-06-51-operating-lever-52-70-button-sleeve-26-sleeve-06-flr-5075k","of Single Lever Exposed Parts Kit of Divertor Consisting of Only Operating Lever, Wall Flange (With Seals) & Button Only (Suitable For Item ALD-075) 581Ø 06Ø 51Ø OPERATING LEVER 52 70 BUTTON SLEEVE 26Ø SLEEVE 06Ø","Active product with no variants — cannot be priced or bought",""
"review","no-variant","FLR-5079NK","jaquar-single-lever-exposed-parts-kit-of-hi-flow-diverter-of-operating-lever-cartridge-sleeve-wall-flange-button-assembly-sleeve-button-compatible-flr-5079nk","Single Lever Exposed Parts Kit of Hi-flow Diverter of Operating Lever, Cartridge Sleeve, Wall Flange Button Assembly Sleeve & Button (Compatible","Active product with no variants — cannot be priced or bought",""
"review","no-variant","FLR-5083NK","jaquar-exposed-part-kit-of-fitting-sleeve-operating-seal-compatible-with-45-diverter-handle-45-thermostate-handle-flr-5083nk","Exposed Part Kit of Fitting Sleeve, Operating Seal (compatible with Ø45 DIVERTER HANDLE Ø45 THERMOSTATE HANDLE","Active product with no variants — cannot be priced or bought",""
"review","no-variant","FLR-5095N","jaquar-bath-tub-filler-consisting-of-2-control-cocks-and-spout-20mm-cartridge-size-1-071-051-psb-1-2-flr-5095n","Bath Tub Filler Consisting of 2 Control Cocks and Spout, 20mm Cartridge Size 1±071 051 PSB""½","Active product with no variants — cannot be priced or bought",""
"review","no-variant","FLR-5105B","jaquar-single-lever-1-hole-bath-shower-mixer-high-flow-tub-mounted-with-concealed-provision-for-connection-to-hand-shower-with-450mm-long-braided-hoses-1-071-1-031-psb-2-1-07-1-051-501-1-2-bsp-15-35-170-flr-5105b","Single Lever 1- Hole Bath & Shower Mixer (High Flow) Tub Mounted With Concealed Provision For Connection to Hand Shower With 450mm Long Braided Hoses 1±071 1±031 PSB ""2/1 07 Ø 1±051 501 1/2"" BSP 15° 35 170","Active product with no variants — cannot be priced or bought",""
"review","no-variant","FLR-5107B","jaquar-single-lever-1-hole-mounted-with-exposed-shower-with-450mm-flr-5107b","Single Lever 1- Hole Mounted With Exposed Shower With 450mm","Active product with no variants — cannot be priced or bought",""
"review","no-variant","FLR-5119","jaquar-single-lever-wall-mixer-with-provision-of-hand-shower-but-w-o-hand-shower-100-1-2-bsp-180-70-psb-4-3-psb-2-1-84-50-70-100-50-071-05-flr-5119","Single Lever Wall Mixer With Provision of Hand Shower, But W/O Hand Shower 100 1/2"" BSP 180 Ø70 PSB ""4/3 PSB ""2/1 84 50 70 100 50 071 05Ø","Active product with no variants — cannot be priced or bought",""
"review","missing-image","FLR-5121K","jaquar-exposed-parts-of-floor-mounted-single-lever-bath-mixer-with-provision-for-hand-shower-without-hand-shower-shower-hose-compatible-with-ald-121-1-2-bsp-1-2-bsp-max-180-05-100-55-63-1-1-4-bsp-single-lever-kitchen-54-170-1-150-130-1-70-5-psb-1-2-60-230-35-271-533-flr-5121k","Exposed Parts of Floor Mounted Single Lever Bath Mixer with Provision for Hand Shower, without Hand Shower & Shower Hose (Compatible with ALD-121) ½""BSP ½""BSP Max. 180 05 100 Ø55 Ø63 1-¼""BSP Single Lever | Kitchen °54 170 ± 1 150 130 ± 1 Ø70 5˚ PSB""½ 60 230 35 271 533","No image of any kind — renders the 'photo coming soon' tile",""
"review","price-in-name","FLR-5121K","jaquar-exposed-parts-of-floor-mounted-single-lever-bath-mixer-with-provision-for-hand-shower-without-hand-shower-shower-hose-compatible-with-ald-121-1-2-bsp-1-2-bsp-max-180-05-100-55-63-1-1-4-bsp-single-lever-kitchen-54-170-1-150-130-1-70-5-psb-1-2-60-230-35-271-533-flr-5121k","Exposed Parts of Floor Mounted Single Lever Bath Mixer with Provision for Hand Shower, without Hand Shower & Shower Hose (Compatible with ALD-121) ½""BSP ½""BSP Max. 180 05 100 Ø55 Ø63 1-¼""BSP Single Lever | Kitchen °54 170 ± 1 150 130 ± 1 Ø70 5˚ PSB""½ 60 230 35 271 533","Looks like a price or a model number in the title: 271, 533",""
"review","no-variant","FLR-5121K","jaquar-exposed-parts-of-floor-mounted-single-lever-bath-mixer-with-provision-for-hand-shower-without-hand-shower-shower-hose-compatible-with-ald-121-1-2-bsp-1-2-bsp-max-180-05-100-55-63-1-1-4-bsp-single-lever-kitchen-54-170-1-150-130-1-70-5-psb-1-2-60-230-35-271-533-flr-5121k","Exposed Parts of Floor Mounted Single Lever Bath Mixer with Provision for Hand Shower, without Hand Shower & Shower Hose (Compatible with ALD-121) ½""BSP ½""BSP Max. 180 05 100 Ø55 Ø63 1-¼""BSP Single Lever | Kitchen °54 170 ± 1 150 130 ± 1 Ø70 5˚ PSB""½ 60 230 35 271 533","Active product with no variants — cannot be priced or bought",""
"review","no-variant","FLR-5123","jaquar-single-lever-bath-mounted-model-with-but-w-o-hand-shower-flr-5123","Single Lever Bath & Mounted Model with But W/O Hand Shower","Active product with no variants — cannot be priced or bought",""
